4138
250
4
ECG	Pao	Dao	Qao
-294.60	59.70	19.38	-0.08
-370.80	59.93	19.37	-0.17
-302.00	59.81	19.36	-0.24
-154.40	59.49	19.36	-0.31
-14.47	59.24	19.35	-0.40
120.00	59.08	19.34	-0.45
186.30	59.27	19.33	-0.49
152.60	59.15	19.33	-0.52
78.06	58.93	19.32	-0.53
46.85	58.60	19.31	-0.52
52.91	58.50	19.31	-0.53
58.19	58.65	19.30	-0.55
49.08	58.36	19.29	-0.63
32.62	57.99	19.29	-0.67
28.57	57.62	19.28	-0.72
30.04	57.36	19.27	-0.77
29.63	57.50	19.26	-0.82
20.64	57.46	19.25	-0.84
11.92	57.29	19.25	-0.78
8.30	57.31	19.25	-0.71
8.41	57.41	19.26	-0.55
7.06	57.68	19.26	-0.45
3.94	57.59	19.26	-0.35
0.72	57.28	19.25	-0.30
-0.54	57.08	19.25	-0.24
-1.31	57.06	19.25	-0.16
-3.27	57.50	19.24	-0.06
-1.82	57.74	19.24	0.11
-2.30	58.01	19.25	0.35
-1.27	58.60	19.26	0.72
4.28	59.50	19.28	1.23
2.43	60.83	19.32	1.89
1.03	61.97	19.37	2.60
4.48	62.85	19.42	3.36
4.07	63.76	19.48	4.10
2.99	64.62	19.52	4.83
4.52	65.64	19.57	5.51
4.50	66.22	19.61	6.07
2.91	66.62	19.64	6.55
4.61	67.02	19.67	6.92
5.45	67.61	19.70	7.15
5.09	68.38	19.72	7.25
4.86	68.78	19.74	7.36
4.53	69.07	19.76	7.50
2.47	69.43	19.79	7.63
3.97	69.84	19.81	7.66
1.84	70.36	19.82	7.64
-0.80	70.60	19.84	7.64
1.55	70.57	19.85	7.58
-0.45	70.49	19.86	7.52
-1.35	70.71	19.86	7.50
-2.34	71.08	19.87	7.60
-2.87	71.10	19.87	7.75
-5.10	71.01	19.88	7.90
-7.51	70.95	19.88	7.98
-8.15	71.13	19.89	8.01
-9.95	71.57	19.89	8.03
-13.09	71.57	19.89	8.05
-11.36	71.47	19.90	8.05
-12.40	71.38	19.90	8.07
-11.54	71.56	19.90	8.13
-11.61	71.87	19.90	8.20
-15.43	71.73	19.91	8.20
-14.13	71.62	19.91	8.20
-13.28	71.48	19.91	8.24
-9.96	71.57	19.91	8.27
-8.45	71.78	19.91	8.20
-3.98	71.54	19.91	8.17
2.96	71.26	19.91	8.16
7.11	70.97	19.90	8.11
15.15	70.94	19.90	8.02
15.71	70.99	19.89	7.90
14.79	70.48	19.89	7.70
12.37	70.09	19.88	7.42
2.44	69.63	19.87	7.22
-8.93	69.45	19.86	7.14
-15.23	69.22	19.84	7.02
-24.89	68.57	19.83	6.79
-28.18	67.91	19.81	6.49
-33.29	67.07	19.79	6.10
-33.56	66.52	19.76	5.64
-33.39	65.82	19.72	5.09
-35.25	64.61	19.68	4.54
-32.28	63.53	19.63	3.95
-31.67	62.51	19.58	3.36
-33.23	62.24	19.53	2.84
-31.52	62.36	19.50	2.55
-32.15	62.60	19.49	2.53
-29.19	63.09	19.50	2.78
-29.68	63.18	19.52	3.15
-29.37	63.30	19.53	3.47
-26.10	63.24	19.53	3.68
-26.26	62.88	19.53	3.79
-22.51	62.66	19.52	3.82
-20.26	62.44	19.51	3.79
-16.46	62.64	19.50	3.72
-16.73	62.77	19.49	3.64
-17.92	62.71	19.49	3.61
-20.16	62.81	19.49	3.55
-28.75	62.99	19.49	3.47
-28.19	63.38	19.50	3.43
-20.38	63.60	19.51	3.40
-17.46	63.33	19.52	3.35
7.45	63.15	19.52	3.25
34.80	62.92	19.52	3.13
52.33	63.11	19.51	3.05
71.92	63.07	19.50	2.99
85.74	62.76	19.49	2.95
99.83	62.51	19.49	2.88
89.19	62.33	19.48	2.74
61.98	62.44	19.47	2.59
29.07	62.44	19.47	2.32
-13.28	62.12	19.47	2.16
-39.30	61.88	19.46	2.03
-53.59	61.68	19.46	1.87
-52.48	61.83	19.45	1.68
-42.11	61.79	19.45	1.51
-33.84	61.48	19.44	1.39
-30.25	61.38	19.44	1.28
-28.44	61.17	19.44	1.17
-24.91	61.38	19.43	1.10
-20.64	61.31	19.43	1.05
-20.14	61.01	19.43	0.98
-16.00	60.82	19.42	0.89
-13.42	60.72	19.42	0.79
-10.11	60.80	19.41	0.70
-6.40	60.68	19.40	0.63
-8.38	60.43	19.40	0.53
-27.18	60.14	19.39	0.41
-108.70	59.90	19.39	0.28
-236.60	60.07	19.38	0.13
-348.00	59.96	19.37	-0.01
-370.20	59.64	19.37	-0.12
-237.50	59.41	19.36	-0.21
-91.91	59.28	19.35	-0.30
49.84	59.39	19.35	-0.38
162.80	59.31	19.34	-0.46
177.60	59.04	19.33	-0.51
112.60	58.86	19.32	-0.54
56.34	58.70	19.32	-0.54
46.09	58.86	19.31	-0.54
57.72	58.66	19.30	-0.56
56.82	58.36	19.29	-0.55
40.05	58.01	19.29	-0.56
26.74	57.77	19.28	-0.61
25.36	57.80	19.27	-0.68
25.48	57.58	19.26	-0.75
23.51	57.27	19.26	-0.77
18.39	57.17	19.26	-0.76
12.40	57.30	19.25	-0.71
7.61	57.77	19.26	-0.60
10.30	57.69	19.26	-0.46
8.00	57.44	19.26	-0.31
3.12	57.22	19.26	-0.19
5.33	57.06	19.25	-0.13
2.78	57.36	19.25	-0.13
1.85	57.40	19.25	-0.12
2.52	57.47	19.25	-0.01
2.74	57.66	19.25	0.23
1.47	58.33	19.25	0.63
3.52	59.48	19.27	1.11
6.29	60.35	19.30	1.62
4.23	61.36	19.35	2.23
6.36	62.27	19.40	2.90
7.53	63.43	19.45	3.59
4.95	64.59	19.51	4.26
2.74	65.29	19.55	4.89
4.10	65.82	19.60	5.50
4.70	66.24	19.63	6.09
4.94	66.91	19.66	6.63
6.52	67.69	19.69	7.06
6.12	68.13	19.71	7.41
8.08	68.41	19.73	7.58
7.84	68.80	19.76	7.67
6.08	69.40	19.78	7.70
6.98	70.03	19.80	7.72
5.38	70.19	19.82	7.67
4.09	70.34	19.83	7.56
1.66	70.38	19.85	7.51
2.04	70.65	19.86	7.57
0.10	71.08	19.86	7.64
-3.66	70.97	19.86	7.68
-2.61	70.87	19.87	7.70
-3.67	70.84	19.87	7.76
-3.95	71.11	19.88	7.85
-2.40	71.46	19.88	7.95
-4.98	71.31	19.89	8.01
-5.92	71.28	19.89	8.04
-6.09	71.28	19.90	8.06
-7.38	71.54	19.90	8.08
-9.86	71.81	19.90	8.13
-13.58	71.64	19.90	8.22
-10.29	71.57	19.91	8.29
-12.32	71.44	19.91	8.33
-11.46	71.64	19.91	8.32
-7.98	71.86	19.91	8.27
-7.34	71.59	19.91	8.18
-4.01	71.40	19.91	8.08
1.89	71.13	19.91	7.97
8.63	71.20	19.91	7.88
15.85	71.28	19.90	7.85
17.86	70.90	19.90	7.85
22.27	70.56	19.89	7.83
17.04	70.14	19.89	7.79
9.47	69.97	19.88	7.64
0.80	69.85	19.86	7.49
-11.04	69.32	19.85	7.26
-16.76	68.77	19.84	6.94
-24.31	68.13	19.82	6.63
-26.89	67.73	19.80	6.39
-28.08	67.17	19.78	6.14
-30.42	66.12	19.75	5.76
-28.70	65.10	19.71	5.23
-28.70	63.99	19.66	4.54
-28.80	63.20	19.61	3.76
-25.90	62.64	19.56	3.07
-26.36	62.19	19.52	2.58
-23.88	62.26	19.50	2.42
-23.74	62.78	19.50	2.55
-26.12	63.43	19.52	2.84
-24.04	63.65	19.54	3.16
-27.11	63.26	19.54	3.47
-22.91	62.98	19.53	3.66
-21.66	62.71	19.52	3.70
-18.66	62.87	19.52	3.68
-16.49	62.87	19.51	3.67
-17.87	62.62	19.50	3.65
-13.22	62.57	19.50	3.57
-14.71	62.68	19.49	3.47
-22.38	63.21	19.49	3.35
-25.46	63.48	19.50	3.17
-21.69	63.38	19.51	2.97
-13.69	63.27	19.52	2.82
-7.81	63.14	19.53	2.75
14.22	63.44	19.52	2.79
37.55	63.32	19.52	2.93
53.51	63.03	19.51	3.09
71.67	62.82	19.50	3.22
90.20	62.67	19.50	3.23
99.81	62.76	19.49	3.11
89.33	62.71	19.48	2.90
58.57	62.42	19.47	2.66
27.14	62.12	19.47	2.44
-9.79	61.93	19.47	2.21
-40.57	62.11	19.46	2.00
-46.90	62.07	19.46	1.83
-45.14	61.69	19.45	1.67
-35.09	61.52	19.45	1.49
-24.83	61.38	19.44	1.32
-20.70	61.61	19.44	1.22
-17.91	61.50	19.44	1.11
-14.31	61.20	19.43	0.96
-9.56	61.00	19.43	0.78
-5.29	60.92	19.43	0.68
-2.83	61.10	19.42	0.64
-2.30	60.93	19.42	0.58
-2.31	60.62	19.41	0.47
0.45	60.45	19.41	0.34
-1.06	60.32	19.40	0.21
-23.56	60.42	19.39	0.06
-111.00	60.22	19.39	-0.06
-239.90	60.00	19.38	-0.17
-352.60	59.64	19.37	-0.24
-356.10	59.50	19.36	-0.31
-220.10	59.73	19.36	-0.37
-72.31	59.53	19.35	-0.42
71.99	59.21	19.34	-0.46
181.40	59.01	19.34	-0.48
188.80	58.96	19.33	-0.51
117.00	59.10	19.32	-0.54
63.58	58.97	19.31	-0.56
57.42	58.65	19.31	-0.59
68.68	58.35	19.30	-0.62
67.60	58.32	19.30	-0.65
50.12	58.29	19.29	-0.71
38.35	58.01	19.28	-0.75
37.18	57.69	19.27	-0.78
38.63	57.32	19.27	-0.80
35.74	57.29	19.26	-0.82
27.77	57.61	19.26	-0.81
21.43	57.60	19.25	-0.75
19.42	57.58	19.26	-0.62
18.12	57.44	19.26	-0.45
14.17	57.46	19.27	-0.33
12.79	57.62	19.26	-0.25
10.23	57.36	19.25	-0.22
9.42	57.19	19.25	-0.22
7.77	57.14	19.25	-0.19
9.93	57.51	19.25	-0.06
8.71	58.20	19.25	0.18
5.80	58.60	19.26	0.49
9.52	59.41	19.28	0.92
11.72	60.27	19.31	1.49
11.72	61.48	19.36	2.12
11.95	62.83	19.41	2.79
12.00	63.67	19.46	3.50
12.14	64.43	19.51	4.26
12.82	65.10	19.56	5.13
15.15	65.88	19.60	5.88
14.87	66.72	19.64	6.46
12.39	67.12	19.67	6.86
11.92	67.53	19.70	7.10
10.91	67.81	19.72	7.27
9.37	68.45	19.74	7.46
11.51	69.25	19.76	7.63
12.60	69.58	19.78	7.69
14.35	69.81	19.80	7.63
15.71	69.97	19.82	7.59
14.50	70.43	19.84	7.62
14.18	70.81	19.85	7.71
12.31	70.75	19.86	7.83
11.66	70.80	19.87	7.89
7.82	70.73	19.87	7.88
6.80	70.98	19.87	7.86
4.37	71.31	19.88	7.87
0.21	71.20	19.88	7.93
0.15	71.18	19.89	7.99
-0.30	71.18	19.89	8.04
-2.43	71.46	19.90	8.07
-3.11	71.79	19.90	8.11
-6.10	71.69	19.90	8.14
-5.36	71.60	19.91	8.17
-8.18	71.59	19.91	8.19
-8.65	71.80	19.92	8.19
-7.99	72.03	19.91	8.24
-10.02	71.78	19.91	8.31
-7.63	71.66	19.92	8.39
-5.51	71.51	19.92	8.46
-1.44	71.64	19.92	8.46
5.37	71.65	19.91	8.38
10.75	71.30	19.91	8.23
18.60	71.06	19.90	8.05
23.75	70.76	19.90	7.92
25.80	70.72	19.89	7.81
24.23	70.55	19.89	7.70
11.09	70.07	19.88	7.60
3.36	69.60	19.87	7.52
-8.36	69.07	19.86	7.42
-16.68	68.81	19.84	7.26
-20.34	68.51	19.82	6.98
-25.70	67.68	19.80	6.63
-24.95	66.89	19.78	6.20
-25.16	65.99	19.75	5.65
-26.41	65.34	19.71	4.91
-24.31	64.35	19.66	4.28
-23.99	63.19	19.61	3.70
-21.65	62.46	19.56	3.16
-21.02	62.13	19.53	2.75
-20.91	62.67	19.50	2.58
-18.91	63.28	19.51	2.68
-21.56	63.39	19.53	3.00
-18.59	63.38	19.55	3.31
-17.37	63.14	19.55	3.55
-16.86	63.16	19.54	3.71
-15.31	63.01	19.53	3.80
-15.88	62.75	19.52	3.83
-13.34	62.59	19.51	3.77
-13.81	62.49	19.51	3.61
-12.83	62.84	19.50	3.45
-12.50	62.99	19.49	3.37
-17.95	63.03	19.50	3.42
-24.07	63.20	19.51	3.53
-21.60	63.24	19.52	3.64
-16.28	63.60	19.53	3.68
-10.54	63.56	19.53	3.66
8.07	63.26	19.53	3.55
34.34	63.02	19.52	3.40
52.67	62.91	19.51	3.23
67.51	63.11	19.50	3.06
84.66	62.99	19.50	2.89
94.56	62.66	19.49	2.74
89.84	62.44	19.49	2.58
62.32	62.30	19.48	2.40
30.08	62.42	19.48	2.19
-6.39	62.33	19.47	1.97
-40.53	61.97	19.47	1.77
-54.14	61.77	19.46	1.61
-50.76	61.73	19.46	1.50
-43.08	61.83	19.46	1.43
-34.34	61.72	19.45	1.38
-29.69	61.44	19.45	1.33
-28.05	61.18	19.44	1.28
-27.34	61.16	19.44	1.23
-22.92	61.31	19.43	1.16
-17.68	61.17	19.43	1.05
-14.35	60.89	19.43	0.93
-11.11	60.69	19.42	0.81
-6.55	60.60	19.41	0.72
-5.19	60.71	19.41	0.65
-6.89	60.58	19.41	0.61
-21.19	60.27	19.40	0.55
-92.74	59.97	19.39	0.41
-218.90	59.92	19.39	0.24
-336.30	60.01	19.38	0.08
-374.80	59.81	19.37	-0.05
-256.20	59.53	19.37	-0.12
-106.20	59.26	19.36	-0.17
37.77	59.23	19.35	-0.21
158.70	59.45	19.34	-0.23
188.60	59.26	19.33	-0.27
126.70	58.98	19.33	-0.32
60.99	58.69	19.32	-0.38
44.98	58.74	19.32	-0.45
54.72	58.89	19.31	-0.50
52.56	58.48	19.30	-0.54
40.17	58.22	19.29	-0.58
28.13	57.85	19.29	-0.63
25.27	57.74	19.28	-0.70
26.33	57.81	19.27	-0.76
21.78	57.52	19.26	-0.78
17.37	57.38	19.26	-0.76
10.84	57.29	19.26	-0.69
8.20	57.57	19.26	-0.56
8.75	57.83	19.27	-0.44
4.41	57.63	19.27	-0.35
1.22	57.42	19.26	-0.31
-3.16	57.13	19.26	-0.27
-2.79	57.18	19.26	-0.21
-3.36	57.54	19.25	-0.11
-4.92	57.50	19.25	0.04
-4.21	57.77	19.25	0.26
-6.70	58.20	19.26	0.56
-5.66	59.14	19.27	0.98
-4.16	60.36	19.30	1.53
-4.94	61.34	19.34	2.14
-3.64	62.34	19.40	2.82
-1.40	63.21	19.45	3.53
0.49	64.31	19.50	4.26
-0.80	65.37	19.55	4.95
-0.99	65.89	19.59	5.54
0.42	66.36	19.63	5.99
0.45	66.80	19.66	6.38
1.69	67.44	19.69	6.72
2.58	68.20	19.71	7.01
-1.79	68.51	19.74	7.28
-0.13	68.91	19.76	7.38
-0.47	69.26	19.78	7.45
0.28	69.88	19.81	7.59
-0.28	70.40	19.82	7.66
-0.87	70.48	19.84	7.64
-0.29	70.52	19.85	7.58
-4.83	70.60	19.86	7.60
-6.27	70.88	19.87	7.67
-5.68	71.06	19.87	7.76
-9.13	71.04	19.87	7.82
-6.56	70.95	19.88	7.80
-8.77	71.01	19.88	7.78
-12.13	71.32	19.89	7.82
-11.10	71.53	19.89	7.93
-16.19	71.50	19.89	8.06
-17.75	71.52	19.90	8.14
-16.91	71.50	19.91	8.16
-21.89	71.76	19.91	8.15
-22.77	71.94	19.91	8.13
-23.06	71.77	19.91	8.17
-22.23	71.66	19.92	8.17
-22.73	71.61	19.92	8.13
-19.40	71.83	19.92	8.14
-16.78	71.81	19.91	8.19
-17.97	71.62	19.91	8.19
-11.62	71.42	19.91	8.12
-5.67	71.23	19.91	8.08
0.93	71.33	19.91	8.03
7.26	71.13	19.90	7.92
7.14	70.74	19.90	7.82
4.49	70.35	19.89	7.72
-3.78	70.03	19.88	7.58
-13.83	69.97	19.87	7.39
-24.87	69.59	19.86	7.23
-34.03	68.97	19.85	7.07
-36.46	68.38	19.83	6.87
-38.64	67.73	19.81	6.58
-39.96	67.33	19.79	6.23
-38.68	66.57	19.76	5.74
-41.11	65.42	19.72	5.14
-39.30	64.30	19.68	4.49
-39.29	63.28	19.63	3.79
-37.91	62.80	19.58	3.15
-36.93	62.50	19.53	2.70
-35.21	62.42	19.51	2.51
-30.45	62.80	19.51	2.55
-27.67	63.21	19.52	2.78
-26.48	63.59	19.54	3.02
-24.75	63.52	19.55	3.22
-25.81	63.06	19.54	3.34
-21.04	62.86	19.53	3.41
-18.91	62.63	19.52	3.39
-21.43	62.79	19.52	3.33
-16.61	62.87	19.51	3.26
-17.52	62.70	19.50	3.22
-17.44	62.75	19.50	3.22
-21.75	62.99	19.50	3.24
-29.50	63.43	19.50	3.30
-35.67	63.61	19.51	3.33
-25.63	63.40	19.52	3.29
-22.22	63.24	19.53	3.19
-4.58	63.13	19.53	3.08
22.20	63.30	19.52	3.01
42.19	63.20	19.51	2.97
59.00	62.90	19.51	2.88
78.54	62.69	19.50	2.72
94.26	62.62	19.49	2.58
94.22	62.74	19.49	2.48
69.80	62.62	19.48	2.31
37.64	62.31	19.47	2.14
-0.37	61.98	19.47	1.97
-35.33	61.94	19.47	1.80
-56.56	62.11	19.46	1.68
-56.88	61.92	19.46	1.61
-50.08	61.71	19.45	1.60
-40.37	61.45	19.45	1.60
-35.12	61.46	19.45	1.56
-33.66	61.65	19.44	1.49
-31.56	61.45	19.44	1.38
-26.56	61.17	19.44	1.28
-21.68	60.92	19.43	1.18
-17.52	60.96	19.43	1.06
-14.68	61.08	19.42	0.95
-13.30	60.86	19.42	0.82
-9.99	60.61	19.41	0.67
-9.67	60.38	19.41	0.54
-17.91	60.25	19.40	0.42
-68.78	60.38	19.39	0.33
-189.30	60.20	19.39	0.23
-312.40	59.86	19.38	0.13
-383.90	59.60	19.37	0.00
-300.30	59.56	19.37	-0.05
-147.20	59.71	19.36	-0.06
-3.22	59.46	19.35	-0.24
133.80	59.22	19.34	-0.40
191.00	58.99	19.34	-0.42
147.80	59.01	19.33	-0.40
76.00	59.19	19.32	-0.34
48.14	58.91	19.32	-0.33
57.40	58.66	19.31	-0.33
61.89	58.34	19.31	-0.33
51.22	58.26	19.30	-0.38
36.45	58.26	19.29	-0.46
28.26	57.93	19.28	-0.51
32.15	57.60	19.27	-0.59
31.08	57.27	19.27	-0.60
26.03	57.42	19.26	-0.56
18.49	57.72	19.26	-0.53
13.46	57.68	19.26	-0.43
14.15	57.63	19.27	-0.31
12.50	57.45	19.27	-0.22
8.72	57.46	19.27	-0.18
7.16	57.58	19.26	-0.16
4.98	57.37	19.26	-0.13
4.90	57.24	19.25	-0.05
3.04	57.22	19.25	0.09
5.15	57.73	19.25	0.27
7.36	58.39	19.25	0.56
4.10	58.95	19.27	0.97
8.47	59.80	19.29	1.48
8.35	60.75	19.33	2.14
8.67	62.06	19.38	2.87
8.75	63.27	19.43	3.58
6.01	64.04	19.49	4.23
8.30	64.72	19.54	4.82
9.55	65.39	19.58	5.40
10.93	66.17	19.62	5.91
10.21	66.89	19.65	6.29
6.24	67.22	19.68	6.59
8.84	67.66	19.71	6.91
6.28	68.03	19.73	7.19
6.46	68.73	19.75	7.36
6.92	69.38	19.77	7.47
7.73	69.68	19.79	7.54
9.26	69.93	19.81	7.57
6.10	70.12	19.83	7.57
3.70	70.63	19.85	7.56
4.93	70.85	19.86	7.53
1.30	70.75	19.86	7.54
1.32	70.83	19.87	7.64
-1.40	70.79	19.87	7.77
-1.21	71.08	19.88	7.81
-3.36	71.34	19.88	7.82
-9.33	71.24	19.89	7.91
-8.04	71.22	19.89	8.01
-9.05	71.28	19.90	8.10
-10.71	71.56	19.90	8.17
-10.31	71.84	19.90	8.25
-13.33	71.68	19.91	8.32
-11.39	71.63	19.91	8.35
-12.01	71.56	19.91	8.38
-11.46	71.88	19.92	8.37
-11.70	71.94	19.92	8.36
-13.44	71.77	19.92	8.35
-10.03	71.60	19.92	8.34
-7.57	71.50	19.92	8.31
-5.07	71.70	19.91	8.24
3.74	71.58	19.91	8.13
9.32	71.24	19.91	8.04
17.66	71.02	19.90	8.05
23.81	70.71	19.90	8.02
19.25	70.76	19.89	7.87
12.12	70.51	19.89	7.63
1.53	69.93	19.88	7.41
-7.91	69.46	19.86	7.26
-18.87	68.99	19.85	7.15
-26.72	68.79	19.84	6.97
-29.10	68.31	19.82	6.68
-31.66	67.47	19.79	6.32
-32.22	66.50	19.77	5.88
-31.45	65.64	19.73	5.34
-32.98	64.91	19.69	4.69
-28.79	63.92	19.64	4.01
-27.70	62.95	19.59	3.39
-28.06	62.41	19.55	2.87
-23.75	62.34	19.52	2.58
-24.29	63.09	19.51	2.57
-23.18	63.51	19.52	2.82
-23.46	63.54	19.54	3.16
-21.66	63.32	19.55	3.45
-19.25	63.11	19.55	3.62
-18.81	63.18	19.54	3.72
-15.04	63.00	19.53	3.78
-16.10	62.77	19.52	3.80
-15.72	62.59	19.51	3.77
-13.05	62.64	19.51	3.57
-12.61	63.05	19.50	3.47
-12.75	63.20	19.50	3.47
-19.89	63.30	19.51	3.47
-26.98	63.32	19.52	3.45
-17.71	63.44	19.53	3.37
-17.96	63.69	19.53	3.24
-8.86	63.51	19.53	3.02
15.92	63.23	19.53	2.77
40.18	62.99	19.52	2.59
58.37	62.94	19.52	2.54
72.80	63.11	19.51	2.61
89.05	62.94	19.50	2.71
94.18	62.66	19.49	2.75
76.90	62.35	19.49	2.70
46.12	62.33	19.48	2.53
8.73	62.43	19.48	2.30
-26.14	62.20	19.47	2.04
-46.74	61.99	19.47	1.80
-53.58	61.64	19.46	1.60
-46.46	61.66	19.46	1.43
-36.13	61.83	19.46	1.31
-29.12	61.64	19.45	1.20
-27.07	61.38	19.45	1.07
-22.52	61.19	19.44	0.98
-18.37	61.23	19.44	0.89
-15.55	61.38	19.43	0.80
-13.17	61.14	19.43	0.69
-8.73	60.92	19.43	0.58
-6.37	60.63	19.42	0.50
-4.20	60.59	19.42	0.41
-3.29	60.72	19.41	0.32
-11.56	60.48	19.41	0.22
-50.11	60.24	19.40	0.11
-163.60	59.92	19.39	0.01
-287.80	59.91	19.38	-0.09
-374.90	60.01	19.38	-0.17
-323.40	59.81	19.37	-0.25
-171.00	59.49	19.36	-0.33
-29.99	59.24	19.36	-0.40
114.20	59.28	19.35	-0.46
191.90	59.40	19.34	-0.50
160.70	59.18	19.33	-0.51
88.65	58.91	19.32	-0.49
51.59	58.71	19.32	-0.48
57.34	58.72	19.32	-0.45
66.08	58.81	19.31	-0.36
58.58	58.38	19.30	-0.30
45.59	58.07	19.29	-0.35
38.09	57.72	19.28	-0.46
39.66	57.69	19.28	-0.57
40.01	57.74	19.27	-0.68
31.32	57.50	19.26	-0.73
24.35	57.42	19.26	-0.74
17.35	57.48	19.27	-0.68
16.19	57.75	19.27	-0.56
12.65	57.84	19.27	-0.45
6.14	57.59	19.27	-0.38
5.86	57.34	19.26	-0.34
3.28	57.15	19.26	-0.30
2.31	57.35	19.26	-0.26
3.05	57.66	19.25	-0.16
0.62	57.70	19.25	0.00
3.17	58.00	19.26	0.24
1.18	58.63	19.26	0.59
4.17	59.68	19.29	1.07
4.95	60.88	19.32	1.67
3.08	61.82	19.37	2.39
6.08	62.82	19.43	3.17
5.42	63.66	19.48	3.97
6.47	64.75	19.53	4.71
5.96	65.67	19.58	5.35
4.96	66.13	19.62	5.85
6.13	66.60	19.65	6.23
3.85	67.03	19.68	6.58
4.57	67.81	19.70	6.87
4.58	68.37	19.73	7.09
3.84	68.70	19.75	7.28
7.98	69.11	19.77	7.39
6.26	69.47	19.79	7.47
4.03	70.07	19.81	7.53
4.39	70.50	19.83	7.58
3.47	70.50	19.84	7.66
3.22	70.62	19.86	7.75
1.07	70.61	19.86	7.81
0.28	70.99	19.87	7.83
-1.10	71.18	19.87	7.82
-3.76	70.99	19.88	7.82
-4.74	71.00	19.88	7.81
-6.93	71.05	19.89	7.82
-9.02	71.39	19.89	7.91
-9.33	71.59	19.90	8.06
-11.14	71.49	19.90	8.16
-11.71	71.56	19.90	8.19
-11.50	71.54	19.91	8.21
-14.31	71.88	19.91	8.22
-13.66	71.91	19.92	8.25
-15.51	71.76	19.91	8.32
-13.21	71.61	19.92	8.37
-10.05	71.62	19.92	8.38
-7.80	71.84	19.92	8.37
-4.49	71.74	19.92	8.29
-1.66	71.52	19.92	8.13
7.09	71.34	19.91	7.95
14.15	71.10	19.91	7.81
18.30	71.26	19.91	7.72
24.46	71.05	19.90	7.63
21.32	70.64	19.89	7.62
17.04	70.20	19.89	7.60
8.49	69.89	19.88	7.48
-3.42	69.79	19.87	7.36
-11.21	69.36	19.85	7.24
-19.33	68.76	19.84	7.07
-21.54	68.04	19.83	6.80
-25.01	67.48	19.80	6.43
-26.84	66.95	19.77	6.03
-24.88	66.03	19.74	5.62
-25.47	64.94	19.70	5.17
-24.15	63.71	19.65	4.55
-22.86	62.81	19.60	3.78
-23.42	62.58	19.55	3.06
-22.86	62.40	19.52	2.58
-23.17	62.54	19.50	2.47
-22.82	63.05	19.51	2.66
-22.08	63.40	19.53	2.96
-19.26	63.66	19.55	3.22
-17.88	63.38	19.55	3.36
-16.19	63.04	19.54	3.37
-12.72	62.67	19.53	3.32
-11.22	62.64	19.52	3.27
-11.50	62.82	19.51	3.25
-10.27	62.81	19.51	3.30
-8.01	62.74	19.50	3.42
-6.91	62.78	19.50	3.54
-12.43	63.17	19.50	3.63
-23.14	63.60	19.52	3.65
-19.66	63.54	19.52	3.58
-17.17	63.40	19.53	3.47
-8.48	63.18	19.53	3.30
17.50	63.13	19.53	3.08
40.56	63.33	19.52	2.97
59.24	63.13	19.52	2.90
77.84	62.88	19.51	2.84
93.35	62.59	19.50	2.78
98.36	62.58	19.49	2.73
81.98	62.68	19.49	2.65
52.49	62.48	19.48	2.47
18.05	62.17	19.48	2.29
-17.93	61.91	19.47	2.10
-38.40	61.95	19.47	1.90
-44.78	62.07	19.46	1.72
-41.28	61.77	19.46	1.55
-30.52	61.50	19.46	1.39
-23.59	61.35	19.45	1.25
-20.50	61.39	19.45	1.14
-18.10	61.57	19.44	1.06
-12.60	61.35	19.44	1.00
-8.53	61.11	19.44	0.91
-6.39	60.85	19.43	0.81
-2.77	60.88	19.43	0.69
-1.32	60.97	19.42	0.58
-4.45	60.79	19.42	0.45
0.18	60.54	19.41	0.34
-8.06	60.27	19.41	0.24
-41.74	60.23	19.40	0.14
-146.70	60.32	19.39	0.04
-270.50	60.01	19.39	-0.06
-334.70	59.81	19.38	-0.11
